bet_num,matchup,pick,probability,ev,bet_size,won,profit,bankroll
386,CHI @ LAC,CHI,0.5640000000000001,0.1280000000000001,427.99748437450086,False,-427.99748437450086,12946.923902328639
387,NOP @ ATL,NOP,0.65,0.30000000000000004,971.0192926746481,True,971.0192926746481,13917.943195003287
388,PHI @ NYK,PHI,0.5820000000000001,0.16400000000000015,570.6356709951352,True,570.6356709951352,14488.578865998423
389,PHX @ CLE,PHX,0.56,0.1200000000000001,434.65736597995306,True,434.65736597995306,14923.236231978375
390,BOS @ POR,BOS,0.5939999999999999,0.18799999999999972,701.3921029029826,True,701.3921029029826,15624.628334881358
391,HOU @ SAS,HOU,0.606,0.21199999999999997,828.1053017487118,True,828.1053017487118,16452.73363663007
392,WAS @ MEM,WAS,0.5800000000000001,0.16000000000000014,658.1093454652033,False,-658.1093454652033,15794.624291164866
393,BOS @ UTA,BOS,0.588,0.17599999999999993,694.9634688112538,True,694.9634688112538,16489.58775997612
394,PHI @ NYK,PHI,0.5359999999999999,0.07199999999999984,296.81257967956947,False,-296.81257967956947,16192.775180296549
395,ATL @ POR,ATL,0.5180000000000001,0.036000000000000254,145.73497662266996,False,-145.73497662266996,16047.040203673878
396,DEN @ MIA,DEN,0.65,0.30000000000000004,1203.528015275541,True,1203.528015275541,17250.56821894942
397,DAL @ OKC,DAL,0.6060000000000001,0.2120000000000002,914.28011560432,False,-914.28011560432,16336.288103345098
398,DEN @ SAS,DEN,0.65,0.30000000000000004,1225.2216077508824,True,1225.2216077508824,17561.50971109598
399,PHX @ CHA,PHX,0.65,0.30000000000000004,1317.1132283321986,True,1317.1132283321986,18878.622939428176
400,ORL @ TOR,ORL,0.5559999999999999,0.11199999999999988,528.6014423039884,True,528.6014423039884,19407.224381732165
401,CHA @ PHI,CHA,0.6219999999999999,0.24399999999999977,1183.840687285661,False,-1183.840687285661,18223.383694446504
402,OKC @ MEM,OKC,0.65,0.30000000000000004,1366.7537770834879,True,1366.7537770834879,19590.13747152999
403,BOS @ WAS,BOS,0.65,0.30000000000000004,1469.2603103647496,True,1469.2603103647496,21059.39778189474
404,PHX @ MIL,PHX,0.568,0.1359999999999999,716.0195245844205,False,-716.0195245844205,20343.37825731032
405,MIN @ UTA,MIN,0.578,0.15599999999999992,793.3917520351021,True,793.3917520351021,21136.770009345422
406,MIA @ PHI,MIA,0.5519999999999998,0.10399999999999965,549.5560202429791,False,-549.5560202429791,20587.21398910244
407,NOP @ BKN,NOP,0.65,0.30000000000000004,1544.0410491826833,True,1544.0410491826833,22131.255038285126
408,HOU @ WAS,HOU,0.65,0.30000000000000004,1659.8441278713847,True,1659.8441278713847,23791.09916615651
409,DEN @ MIN,DEN,0.5800000000000001,0.16000000000000014,951.6439666462612,True,951.6439666462612,24742.74313280277
410,DAL @ SAS,DAL,0.65,0.30000000000000004,1855.705734960208,True,1855.705734960208,26598.448867762978
411,LAC @ POR,LAC,0.526,0.052000000000000046,345.77983528091903,True,345.77983528091903,26944.228703043897
412,IND @ DET,IND,0.65,0.30000000000000004,2020.8171527282925,True,2020.8171527282925,28965.04585577219
413,SAC @ TOR,SAC,0.65,0.30000000000000004,2172.3784391829145,True,2172.3784391829145,31137.424294955104
414,SAC @ WAS,SAC,0.65,0.30000000000000004,2335.306822121633,False,-2335.306822121633,28802.11747283347
415,BOS @ DET,BOS,0.65,0.30000000000000004,2160.1588104625107,True,2160.1588104625107,30962.27628329598
416,LAC @ POR,LAC,0.576,0.1519999999999999,1176.5664987652467,True,1176.5664987652467,32138.842782061227
417,NOP @ MIA,NOP,0.56,0.1200000000000001,964.1652834618377,True,964.1652834618377,33103.00806552306
418,OKC @ TOR,OKC,0.65,0.30000000000000004,2482.72560491423,True,2482.72560491423,35585.733670437294
419,PHX @ SAS,PHX,0.65,0.30000000000000004,2668.9300252827975,True,2668.9300252827975,38254.66369572009
420,DEN @ POR,DEN,0.65,0.30000000000000004,2869.099777179007,True,2869.099777179007,41123.763472899096
